repo_name,category,file_path,line_number,keyword,debt_type,sdlc_phase,line_content,debt_category,severity,rationale,is_false_positive,original_index
Vision-CAIR/MiniGPT-4,Deep Learning,demo_v2.py,40,XXX,Design Debt,P3_Model_Development,"""in xxx=yyy format will be merged into config file (deprecate), """,Configuration Debt,3,"The code is hardcoded with 'in xxx=yyy' format which will be merged into a config file, indicating a need for configuration management and potential refactoring.",False,688
BlinkDL/RWKV-LM,Deep Learning,RWKV-v4neo/chat.py,329,XXX,Design Debt,P3_Model_Development,xxx = tokenizer.tokenizer.decode(model_tokens[out_last:]),Code Debt,3,The use of 'XXX' as a variable name is not descriptive and may cause confusion in the codebase.,False,689
suno-ai/bark,Deep Learning,bark/generation.py,534,TEMP,Design Debt,P3_Model_Development,"temp=0.7,",Code Debt,3,"The use of a magic number '0.7' in the line 'temp=0.7,' suggests a hardcoded value that may not be easily understandable or maintainable.",False,690
Dao-AILab/flash-attention,Deep Learning,tests/test_flash_attn_ck.py,1523,BUG,Defect Debt,P3_Model_Development,"""""""We previously had a bug where not masking elements beyond seqlen_k caused NaN in dQ,",Defect Debt,3,"The code previously had a bug causing NaN in dQ due to unmasked elements beyond seqlen_k, indicating a defect in the model's implementation.",False,691
facebookresearch/audiocraft,Deep Learning,audiocraft/models/lm_magnet.py,248,TEMP,Design Debt,P3_Model_Development,"temp=temp,",Code Debt,3,"The use of the 'TEMP' keyword and assignment to a variable named 'temp' suggests a temporary or placeholder implementation, which may not be properly refactored or removed later.",False,692
huggingface/setfit,Deep Learning,src/setfit/logging.py,26,NOQA,Test Debt,P3_Model_Development,from logging import FATAL  # NOQA,Code Debt,3,The use of a deprecated logging import statement may lead to issues if the logging module is updated in the future.,False,693
Dao-AILab/flash-attention,Deep Learning,tests/test_flash_attn_ck.py,154,TODO,Requirement Debt,P3_Model_Development,# TODO - move to c++ mha_varlen_fwd(),Code Debt,3,The TODO comment indicates a need to refactor code to move a specific function to C++ for performance optimization.,False,694
facebookresearch/audiocraft,Deep Learning,audiocraft/models/lm.py,406,TEMP,Design Debt,P3_Model_Development,"# Apply softmax for sampling if temp > 0. Else, do greedy sampling to avoid zero division error.",Code Debt,3,"The use of a temporary variable 'temp' in the comment suggests a potential code smell or a workaround, indicating that the code may not be optimized for clarity or maintainability.",False,695
lm-sys/FastChat,Deep Learning,tests/test_image_utils.py,38,TEMP,Design Debt,P3_Model_Development,# Save image to a temporary file,Code Debt,3,The use of a temporary file for image saving may lead to file system clutter and management issues.,False,696
facebookresearch/fairscale,Deep Learning,benchmarks/golden_configs/oss_mnist.py,17,TODO,Requirement Debt,P3_Model_Development,# TODO(anj-s): Add support for synthetic regression benchmarks,Configuration Debt,2,"The TODO comment indicates a missing configuration for synthetic regression benchmarks, which is a specific setup rather than a fundamental design or implementation issue.",False,697
google-deepmind/graphcast,Deep Learning,graphcast/rollout.py,76,TODO,Requirement Debt,P3_Model_Development,# TODO(pricei): call device_put_replicated when replicate_to_device==True,Code Debt,3,"The TODO comment indicates a missing implementation for a specific scenario, which is a code-level issue.",False,698
BlinkDL/RWKV-LM,Deep Learning,RWKV-v7/rwkv_v7b_demo.py,420,TODO,Requirement Debt,P3_Model_Development,for d in todo:,Code Debt,3,"The use of a 'TODO' comment in the code indicates a potential issue that needs to be addressed, but the exact nature of the issue is unclear.",False,699
vllm-project/vllm,Deep Learning,benchmarks/benchmark_ngram_proposer.py,210,NOQA,Test Debt,P3_Model_Development,"""""""  # noqa: E501",Code Debt,3,"The presence of the NOQA comment suggests that the code may not adhere to the project's coding standards, indicating a potential code debt issue.",False,700
huggingface/optimum,Deep Learning,optimum/exporters/utils.py,559,TODO,Requirement Debt,P3_Model_Development,# TODO: this succession of if/else strongly suggests a refactor is needed.,Design Debt,3,The succession of if/else statements suggests a lack of design cohesion and maintainability.,False,701
BlinkDL/RWKV-LM,Deep Learning,RWKV-v7/rwkv_v7_demo_rnn.py,352,TODO,Requirement Debt,P3_Model_Development,"todo = [[doc['text'].rsplit(' ', 1)[0], "" "" + doc['text'].rsplit(' ', 1)[1]] for doc in todo]",Code Debt,3,The use of a hardcoded 'todo' list and manual string manipulation is not scalable and may lead to maintenance issues.,False,702
CompVis/taming-transformers,Deep Learning,scripts/extract_segmentation.py,16,TODO,Requirement Debt,P3_Model_Development,"CKPT_PATH = ""TODO""",Code Debt,3,The use of a hardcoded TODO placeholder for CKPT_PATH indicates a lack of proper configuration management in the codebase.,False,703
Dao-AILab/flash-attention,Deep Learning,flash_attn/flash_attn_triton.py,73,BUG,Defect Debt,P3_Model_Development,"TMP,  # NOTE: TMP is a scratchpad buffer to workaround a compiler bug",Code Debt,3,"The code contains a workaround for a compiler bug, indicating a temporary fix that may not be optimal or maintainable.",False,704
X-PLUG/mPLUG-Owl,Deep Learning,mPLUG-Owl/serve/io_utils.py,391,TODO,Requirement Debt,P3_Model_Development,# TODO test whether this works,Test Debt,3,"The TODO comment indicates a lack of testing for a specific functionality, which could lead to unexpected behavior or bugs.",False,705
EleutherAI/gpt-neox,Deep Learning,eval_tasks/eval_adapter.py,133,TODO,Requirement Debt,P3_Model_Development,TODO: batched / data parallel generation,Performance Optimization Debt,3,The TODO comment suggests a performance optimization opportunity for batched and data parallel generation in the model development phase.,False,706
haotian-liu/LLaVA,Deep Learning,llava/eval/eval_gpt_review.py,25,TODO,Requirement Debt,P3_Model_Development,"temperature=0.2,  # TODO: figure out which temperature is best for evaluation",Performance Optimization Debt,3,"The TODO comment suggests that the temperature parameter is not optimized for evaluation, potentially affecting model performance.",False,707
google-deepmind/alphamissense,Deep Learning,alphamissense/data/tools/utils.py,26,TEMP,Design Debt,P1_Data_Collection,"""""""Context manager that deletes a temporary directory on exit.""""""",Code Debt,3,"The use of a temporary directory context manager may not be properly handled in case of exceptions, leading to potential data loss.",False,708
triton-lang/triton,Deep Learning,python/test/conftest.py,22,TEMP,Design Debt,P3_Model_Development,with tempfile.TemporaryDirectory() as tmpdir:,Test Debt,3,"The use of tempfile.TemporaryDirectory() as a context manager may not be properly cleaned up in case of an exception, leading to potential test instability.",False,709
facebookresearch/fairscale,Deep Learning,benchmarks/models/transformer_lm.py,15,TODO,Requirement Debt,P3_Model_Development,# TODO(anj-s): Identify if we need this initialization logic for the below wrapped layers.,Code Debt,3,"The TODO comment suggests that the initialization logic may not be necessary, indicating a potential code redundancy or inefficiency.",False,710
X-PLUG/mPLUG-Owl,Deep Learning,mPLUG-Owl/mplug_owl_video/modeling_mplug_owl.py,1378,HACK,Design Debt,P3_Model_Development,# Hack Bloom,Code Debt,3,"The use of a comment indicating a 'Hack' suggests a workaround or temporary solution in the code, which may lead to technical debt in the long run.",False,711
huggingface/setfit,Deep Learning,tests/test_deprecated_trainer.py,137,TEMP,Design Debt,P3_Model_Development,with SafeTemporaryDirectory() as tmpdirname:,Code Debt,3,The use of SafeTemporaryDirectory() is a code smell indicating potential issues with file system management in the test environment.,False,712
facebookresearch/esm,Deep Learning,esm/__init__.py,10,NOQA,Test Debt,P3_Model_Development,from .model.esm2 import ESM2  # noqa,Code Debt,3,"The use of noqa comment suggests a potential code smell or a workaround, indicating technical debt in the codebase.",False,713
facebookresearch/audiocraft,Deep Learning,audiocraft/models/lm.py,408,TEMP,Design Debt,P3_Model_Development,"probs = torch.softmax(logits / temp, dim=-1)",Code Debt,3,"The use of the TEMP keyword suggests a magic number that may not be easily understandable or maintainable, indicating a potential code debt issue.",False,714
huggingface/tokenizers,Deep Learning,bindings/python/tests/test_serialization.py,148,NOQA,Test Debt,P3_Model_Development,except:  # noqa: E722,Code Debt,3,"The use of noqa: E722 comment suggests a deliberate suppression of a linting error, indicating potential code quality issues.",False,715
BlinkDL/RWKV-LM,Deep Learning,RWKV-v4neo/chat.py,286,XXX,Design Debt,P3_Model_Development,"print(xxx, end='', flush=True)",Code Debt,3,The use of XXX and print statements for debugging purposes indicates a lack of structured logging and debugging mechanisms in the code.,False,716
Dao-AILab/flash-attention,Deep Learning,tests/test_flash_attn_triton_amd.py,2390,BUG,Defect Debt,P3_Model_Development,"""""""We previously had a bug where not masking elements beyond seqlen_k caused NaN in dQ,",Defect Debt,3,"The bug caused NaN in dQ due to unmasked elements beyond seqlen_k, indicating a defect in the code's logic.",False,717
suno-ai/bark,Deep Learning,bark/api.py,38,TEMP,Design Debt,P3_Model_Development,"temp: float = 0.7,",Code Debt,3,The use of a magic number '0.7' for the 'temp' variable indicates a lack of clear and maintainable code.,False,718
PaddlePaddle/PaddleNLP,Deep Learning,llm/auto_parallel/run_finetune_auto.py,332,TODO,Requirement Debt,P3_Model_Development,# TODO(ZHUI & sijunhe): Temporary implementation. Generalize this logic and move to Trainer later.,Design Debt,3,"The TODO comment suggests that the current implementation is temporary and should be generalized, indicating a design flaw in the code architecture.",False,719
vllm-project/vllm,Deep Learning,tests/test_config.py,908,NOQA,Test Debt,P3_Model_Development,"""Pooling models with bidirectional attn do not support prefix caching."",  # noqa: E501",Code Debt,3,"The comment suggests a workaround for a specific model configuration, indicating a potential code debt issue.",False,720
vllm-project/vllm,Deep Learning,tests/test_config.py,839,NOQA,Test Debt,P3_Model_Development,"""Generative models support chunked prefill."",  # noqa: E501",Code Debt,3,"The use of noqa: E501 suggests a deliberate suppression of a code style warning, potentially indicating a lack of adherence to coding standards.",False,721
salesforce/BLIP,Deep Learning,models/blip_pretrain.py,133,TEMP,Design Debt,P3_Model_Development,sim_t2i = text_feat @ image_feat_all / self.temp,Code Debt,3,The use of the TEMP variable suggests a hardcoded or temporary value that may not be suitable for the model's production environment.,False,722
openai/point-e,Deep Learning,point_e/diffusion/gaussian_diffusion.py,526,TEMP,Design Debt,P3_Model_Development,"img = th.randn(*shape, device=device) * temp",Code Debt,3,"The use of the TEMP variable suggests a magic number that may not be immediately clear to other developers, making the code harder to understand and maintain.",False,723
facebookresearch/esm,Deep Learning,esm/__init__.py,6,NOQA,Test Debt,P3_Model_Development,from .version import version as __version__  # noqa,Code Debt,2,The use of noqa comment is a code debt as it can make the codebase harder to maintain and understand in the long run.,False,724
BlinkDL/RWKV-LM,Deep Learning,RWKV-v7/rwkv_v7_demo_fast.py,443,TODO,Requirement Debt,P3_Model_Development,for d in todo:,Code Debt,3,"The use of a 'TODO' comment in the code indicates a potential issue that needs to be addressed, but the exact nature of the issue is unclear.",False,725
facebookresearch/audiocraft,Deep Learning,audiocraft/adversarial/__init__.py,8,NOQA,Test Debt,P3_Model_Development,# flake8: noqa,Code Debt,3,"The use of # flake8: noqa comment indicates a potential code debt as it may be a sign of ignoring flake8 errors, which can lead to inconsistent code quality.",False,726
vllm-project/vllm,Deep Learning,tests/test_config.py,939,NOQA,Test Debt,P3_Model_Development,"""Pooling models with causal attn and LAST/ALL pooling support prefix caching."",  # noqa: E501",Code Debt,3,"The use of a NOQA comment suggests that the code may not adhere to the project's coding standards, indicating a potential code debt issue.",False,727
BlinkDL/RWKV-LM,Deep Learning,RWKV-v7/rwkv_v8_rc00_demo.py,451,TODO,Requirement Debt,P3_Model_Development,"todo = [[doc['text'].rsplit(' ', 1)[0], "" "" + doc['text'].rsplit(' ', 1)[1]] for doc in todo]",Code Debt,3,"The code uses a list comprehension with a hardcoded string operation, which may lead to maintenance issues if the string format changes.",False,728
PaddlePaddle/PaddleNLP,Deep Learning,llm/predict/flask_server.py,157,TEMP,Design Debt,P3_Model_Development,"temp.append(msg.get(""content"", """"))",Code Debt,3,The use of a temporary variable 'temp' suggests a lack of consideration for code reusability and maintainability.,False,729
vllm-project/vllm,Deep Learning,tests/conftest.py,1305,TEMP,Design Debt,P3_Model_Development,"def caplog_vllm(temporary_enable_log_propagate, caplog):",Test Debt,3,"The caplog_vllm function is named with a keyword TEMP, indicating it might be a temporary solution or workaround, which could be a sign of technical debt in the test code.",False,730
BlinkDL/RWKV-LM,Deep Learning,RWKV-v4neo/chat.py,330,XXX,Design Debt,P3_Model_Development,if '\ufffd' not in xxx:,Code Debt,3,"The code is checking for a specific Unicode character '�' which may indicate a potential encoding issue or a specific character handling requirement, but the variable 'xxx' is not defined in the given snippet, suggesting a missing or unclear requirement.",False,731
coqui-ai/TTS,Deep Learning,TTS/utils/synthesizer.py,51,TODO,Requirement Debt,P3_Model_Development,TODO: set the segmenter based on the source language,Design Debt,3,"The TODO comment indicates a missing design decision for segmenter selection based on source language, affecting the model's performance and maintainability.",False,732
facebookresearch/audiocraft,Deep Learning,audiocraft/models/lm_magnet.py,295,TEMP,Design Debt,P3_Model_Development,temp (float): Initial sampling temperature.,Code Debt,3,"The use of 'TEMP' as a keyword suggests a temporary or ad-hoc solution, potentially indicating a lack of proper design or refactoring in the codebase.",False,733
triton-lang/triton,Deep Learning,python/test/gluon/test_frontend.py,183,NOQA,Test Debt,P3_Model_Development,b = mem.load(layout_b)  # noqa: F841,Code Debt,3,"Unused variable 'b' is loaded but not used, indicating potential unnecessary computation or memory allocation.",False,734
openai/shap-e,Deep Learning,shap_e/models/nn/checkpoint.py,72,BUG,Defect Debt,P3_Model_Development,# Fixes a bug where the first op in run_function modifies the,Defect Debt,3,"The code fixes a bug that was causing an issue with the first operation in the run_function, indicating a defect in the original implementation.",False,735
openai/guided-diffusion,Deep Learning,guided_diffusion/nn.py,156,BUG,Defect Debt,P3_Model_Development,# Fixes a bug where the first op in run_function modifies the,Code Debt,3,"The comment suggests a bug fix, indicating a potential issue in the code that was previously not addressed, leading to technical debt.",False,736
huggingface/setfit,Deep Learning,tests/test_deprecated_trainer.py,18,TEMP,Design Debt,P3_Model_Development,from tests.utils import SafeTemporaryDirectory,Code Debt,3,The use of a deprecated trainer in the test suite may indicate outdated code that needs refactoring.,False,737
lucidrains/DALLE-pytorch,Deep Learning,dalle_pytorch/dalle_pytorch.py,234,TEMP,Design Debt,P3_Model_Development,"one_hot = F.gumbel_softmax(logits, tau = temp, dim = 1, hard = self.straight_through)",Code Debt,3,"The use of a magic number 'temp' in the comment suggests a hardcoded value that may not be easily configurable or understandable, indicating a potential code debt issue.",False,738
facebookresearch/audiocraft,Deep Learning,demos/magnet_app.py,14,TEMP,Design Debt,P3_Model_Development,from tempfile import NamedTemporaryFile,Code Debt,3,The use of a temporary file for model development is not necessary and may lead to issues in production.,False,739
huggingface/optimum,Deep Learning,optimum/modeling_base.py,87,TODO,Requirement Debt,P3_Model_Development,# TODO: Should be removed when we no longer use OptimizedModel for everything,Design Debt,3,"The code is not designed to be easily removable, indicating a deeper design issue.",False,740
huggingface/setfit,Deep Learning,tests/test_modeling.py,274,TEMP,Design Debt,P3_Model_Development,with SafeTemporaryDirectory() as tmp_dir:,Code Debt,3,"The use of a temporary directory with SafeTemporaryDirectory() is not properly cleaned up, potentially leading to file system issues.",False,741
InternLM/InternLM,Deep Learning,agent/streaming_inference.py,1,NOQA,Test Debt,P3_Model_Development,# flake8: noqa,Code Debt,3,"The presence of the NOQA comment suggests that the code may not adhere to the project's coding standards, potentially leading to inconsistencies and difficulties in code maintenance.",False,742
suno-ai/bark,Deep Learning,bark/api.py,116,TEMP,Design Debt,P3_Model_Development,"temp=waveform_temp,",Code Debt,3,"The use of the 'TEMP' keyword and the 'temp' variable suggests a temporary or ad-hoc solution, which may not be maintainable or scalable in the long term.",False,743
BlinkDL/RWKV-LM,Deep Learning,RWKV-v8/260212_rosa1bitLM_L12.py,23,TEMP,Design Debt,P3_Model_Development,# model download: https://huggingface.co/BlinkDL/temp-latest-training-models/tree/main,Model Dependency Debt,3,"The model download link is hardcoded, making it difficult to manage and update model dependencies.",False,744
Dao-AILab/flash-attention,Deep Learning,tests/test_flash_attn_ck.py,210,TODO,Requirement Debt,P3_Model_Development,"# TODO - use 10 times to check, wait for ck to fix bwd precision issue",Code Debt,3,"The TODO comment indicates a workaround for a precision issue in the backpropagation (bwd) computation, which is a code-level problem.",False,745
facebookresearch/audiocraft,Deep Learning,audiocraft/data/audio_utils.py,311,TEMP,Design Debt,P1_Data_Collection,with tempfile.NamedTemporaryFile(,Code Debt,3,"The use of tempfile.NamedTemporaryFile() may indicate a temporary solution or a workaround, which can lead to technical debt if not properly refactored.",False,746
vllm-project/vllm,Deep Learning,tests/test_config.py,807,NOQA,Test Debt,P3_Model_Development,"""Pooling models with bidirectional attn do not support chunked prefill."",  # noqa: E501",Code Debt,2,The comment suggests a limitation in the code that may require refactoring or workarounds.,False,747
BlinkDL/RWKV-LM,Deep Learning,RWKV-v8/260222_rosa4bitLM_L12.py,25,TEMP,Design Debt,P3_Model_Development,"args.MODEL_NAME = ""/mnt/e/temp/rwkv-rosa4bit-minipile-loss3dot44-20260221-ctx512.pth""",Configuration Debt,3,The use of a hardcoded path in the MODEL_NAME argument may lead to issues when the model is deployed in a different environment.,False,748
huggingface/optimum,Deep Learning,tests/gptq/test_quantization.py,145,TEMP,Design Debt,P3_Model_Development,with tempfile.TemporaryDirectory() as tmpdirname:,Test Debt,3,"The use of tempfile.TemporaryDirectory() may not be properly cleaned up in case of an exception, leading to potential test instability.",False,749
dagster-io/dagster,MLOps,.buildkite/dagster-buildkite/dagster_buildkite/cli.py,36,NOQA,Test Debt,P3_Model_Development,print(dump_pipeline_yaml(pipeline))  # noqa: T201,Code Debt,3,"The print statement is commented out with a noqa directive, indicating a potential code smell or unnecessary code.",False,750
clearml/clearml-serving,MLOps,clearml_serving/serving/endpoints.py,21,NOQA,Test Debt,P3_Model_Development,def _list_type_convertor(inst):  # noqa,Code Debt,3,"The use of noqa comment suggests a potential code smell or a workaround, indicating technical debt in the codebase.",False,751
clearml/clearml-serving,MLOps,clearml_serving/preprocess/preprocess_template.py,92,NOQA,Test Debt,P1_Data_Collection,) -> dict:  # noqa,Code Debt,3,The use of noqa comment is a code debt as it can lead to inconsistent code formatting and make the codebase harder to maintain.,False,752
determined-ai/determined,MLOps,docs/deploy/scrape.py,265,TEMP,Design Debt,P3_Model_Development,"print(f""renaming temp index {temp_name} -> {final_name}..."", file=sys.stderr)",Code Debt,2,The use of a temporary variable name and a hardcoded renaming process indicates a lack of systematic approach to code organization.,False,753
determined-ai/determined,MLOps,docs/deploy/promote.py,104,TODO,Requirement Debt,P3_Model_Development,# TODO(danh): just uncomment this whenever the thought's not scary :D,Code Debt,3,"The TODO comment suggests a potential code modification that has not been implemented, indicating a code debt issue.",False,754
determined-ai/determined,MLOps,.circleci/scripts/upload_test_results.py,9,TEMP,Design Debt,P3_Model_Development,"with tempfile.TemporaryFile(suffix="".tar.gz"") as temp_archive:",Code Debt,3,The use of tempfile.TemporaryFile may lead to issues with file handling and cleanup in a production environment.,False,755
clearml/clearml-serving,MLOps,examples/preprocess_template/preprocess_template.py,47,NOQA,Test Debt,P1_Data_Collection,) -> Any:  # noqa,Code Debt,3,"The use of noqa comment suggests a lack of adherence to coding standards, potentially leading to inconsistencies in the codebase.",False,756
determined-ai/determined,MLOps,docs/deploy/scrape.py,258,TEMP,Design Debt,P3_Model_Development,# Upload to temp index.,Code Debt,3,"The use of a temporary index upload is not clearly defined, indicating a potential code smell or technical debt.",False,757
dagster-io/dagster,MLOps,scripts/benchmark-dg-perf.py,84,TEMP,Design Debt,P3_Model_Development,with tempfile.TemporaryDirectory() as temp_dir:,Code Debt,3,"The use of tempfile.TemporaryDirectory() as a context manager may not be properly cleaned up in case of an exception, leading to potential resource leaks.",False,758
pachyderm/pachyderm,MLOps,etc/fetch_release_pachctl.py,16,TEMP,Design Debt,P3_Model_Development,with tempfile.TemporaryFile() as temp_file:,Code Debt,3,The use of a temporary file for temporary storage may lead to file descriptor leaks or other issues if not properly closed.,False,759
dagster-io/dagster,MLOps,scripts/object_profile.py,4,TEMP,Design Debt,P3_Model_Development,from tempfile import TemporaryDirectory,Code Debt,3,"The use of the TEMP keyword in the comment suggests a temporary solution, which may not be properly refactored or removed, leading to technical debt.",False,760
determined-ai/determined,MLOps,bindings/generate_bindings_py.py,448,NOQA,Test Debt,P3_Model_Development,# flake8: noqa,Code Debt,3,"The use of # flake8: noqa comment suggests a lack of adherence to coding standards, potentially leading to code quality issues.",False,761
clearml/clearml-serving,MLOps,clearml_serving/engines/triton/triton_helper.py,58,NOQA,Test Debt,P3_Model_Development,"request = self._http_session.get('http://{}:{}/metrics'.format(self.metric_host, self.metric_port))  # noqa",Code Debt,2,The use of noqa comment suggests a potential code smell or a deliberate choice to ignore a linter warning.,False,762
clearml/clearml-serving,MLOps,clearml_serving/serving/preprocess_service.py,824,TODO,Requirement Debt,P1_Data_Collection,# TODO: RESTART ENGINE,Code Debt,3,"The TODO comment indicates a need for code refactoring or improvement, specifically restarting the engine, which is a code-level issue.",False,763
clearml/clearml-serving,MLOps,clearml_serving/serving/preprocess_service.py,111,NOQA,Test Debt,P1_Data_Collection,Preprocess = PreprocessDelWrapper # noqa,Code Debt,3,The use of a comment to disable a linter warning suggests a lack of adherence to coding standards.,False,764
pachyderm/pachyderm,MLOps,jupyter-extension/jupyterlab_pachyderm/pps_client.py,175,WORKAROUND,Design Debt,P3_Model_Development,as a workaround because specifying a commit within a pipeline's input,Model Stack Workaround Debt,3,"The code uses a workaround because specifying a commit within a pipeline's input is not supported, indicating a limitation in the model stack that needs to be addressed.",False,765
clearml/clearml-serving,MLOps,clearml_serving/serving/preprocess_service.py,307,NOQA,Test Debt,P1_Data_Collection,"from tritonclient.grpc.aio import service_pb2, service_pb2_grpc  # noqa",Code Debt,3,"The use of noqa comment suggests a potential code smell or a workaround, indicating a need for code refactoring.",False,766
determined-ai/determined,MLOps,bindings/swagger_parser.py,107,WORKAROUND,Design Debt,P3_Model_Development,This is a temporary workaround. Ticket for fixing this properly: https://hpe-aiatscale.atlassian.net/browse/MLG-1019,Code Debt,3,"The code contains a temporary workaround that needs to be replaced with a proper fix, indicating a code smell.",False,767
dagster-io/dagster,MLOps,scripts/gen_airbyte_classes.py,481,TEMP,Design Debt,P3_Model_Development,"help=""Path to a cloned copy of Airbyte, defaults to cloning a temp copy"",",Code Debt,3,The use of 'TEMP' as a default value for cloning a copy of Airbyte may lead to unexpected behavior or errors if not properly handled.,False,768
dagster-io/dagster,MLOps,examples/with_openai/baseline.py,44,TEMP,Design Debt,P3_Model_Development,with tempfile.TemporaryDirectory() as d:,Code Debt,3,"The use of TEMP keyword and with tempfile.TemporaryDirectory() as d: suggests a temporary solution or workaround, which may not be ideal for production code.",False,769
clearml/clearml-serving,MLOps,clearml_serving/engines/triton/triton_helper.py,223,TEMP,Design Debt,P3_Model_Development,# delete temp folder,Code Debt,3,The presence of a temporary folder deletion comment suggests a potential issue with temporary files or a lack of proper cleanup in the code.,False,770
determined-ai/determined,MLOps,harness/determined/_info.py,103,TODO,Requirement Debt,P3_Model_Development,# TODO: get rid of trial_run_id in favor of allocation id.,Code Debt,3,"The code contains a TODO comment indicating a need to refactor the use of trial_run_id in favor of allocation id, suggesting a technical debt related to code quality.",False,771
dagster-io/dagster,MLOps,scripts/run-ty.py,621,TEMP,Design Debt,P3_Model_Development,a temp ty.toml at the project root and passed via `--config-file`;,Configuration Debt,3,The use of a temporary configuration file passed via command line argument may lead to inconsistencies and make it harder to manage configurations in the future.,False,772
clearml/clearml-serving,MLOps,clearml_serving/serving/endpoints.py,27,NOQA,Test Debt,P3_Model_Development,def _nested_list_type_convertor(inst):  # noqa,Code Debt,3,The use of a private method with a complex name and a comment indicating it's a type converter suggests a potential code smell or unnecessary complexity.,False,773
determined-ai/determined,MLOps,docs/deploy/scrape.py,251,TEMP,Design Debt,P3_Model_Development,# Create a temp index,Code Debt,3,The use of a temporary index in the scrape.py file may lead to performance issues or data inconsistencies if not properly managed.,False,774
clearml/clearml-serving,MLOps,clearml_serving/engines/triton/triton_helper.py,161,TEMP,Design Debt,P3_Model_Development,# if this is a folder copy every and delete the temp folder,Code Debt,3,The use of a temporary folder and manual deletion indicates a lack of automation and potential for errors in the codebase.,False,775
dagster-io/dagster,MLOps,scripts/generate_changelog.py,779,BUG,Defect Debt,P3_Model_Development,"- ""Bugfixes"" - Bug fixes",Defect Debt,3,The presence of bug fixes in the changelog indicates that there were defects in the code that needed to be addressed.,False,776
clearml/clearml-serving,MLOps,clearml_serving/serving/model_request_processor.py,688,TODO,Requirement Debt,P3_Model_Development,"# todo: separate into two, download before lock, and overwrite inside lock",Code Debt,3,"The code is not following best practices for thread safety, potentially leading to data corruption or inconsistencies.",False,777
determined-ai/determined,MLOps,.circleci/scripts/job_level_alerts.py,53,TODO,Requirement Debt,P6_Monitoring_Ops,# TODO: add support for reporting as a timeout or failure.,MLOps Pipeline Debt,3,"The codebase lacks support for reporting as a timeout or failure, impacting the reliability of the MLOps pipeline.",False,778
dagster-io/dagster,MLOps,conftest.py,36,NOQA,Test Debt,P3_Model_Development,"print(""+++ Running :pytest: PyTest"")  # noqa",Test Debt,3,"The use of the NOQA comment suggests a potential issue with code style or formatting, which may indicate a test debt related to code quality.",False,779
clearml/clearml-serving,MLOps,clearml_serving/serving/preprocess_service.py,493,NOQA,Test Debt,P1_Data_Collection,import lightgbm  # noqa,Code Debt,3,"The import statement for lightgbm is commented out, indicating potential unused code.",False,780
dagster-io/dagster,MLOps,scripts/check_schemas.py,77,NOQA,Test Debt,P3_Model_Development,list_submodules(dagster._core.storage)  # noqa: SLF001,Code Debt,3,The use of noqa comment to suppress a warning indicates a potential issue with the code's structure or organization.,False,781
clearml/clearml-serving,MLOps,clearml_serving/engines/triton/triton_helper.py,242,TODO,Requirement Debt,P3_Model_Development,# todo: log triton server outputs when running locally,Code Debt,3,"The TODO comment indicates a missing logging functionality in the triton server outputs when running locally, which is a code-level issue.",False,782
determined-ai/determined,MLOps,harness/determined/_info.py,107,TODO,Requirement Debt,P3_Model_Development,# TODO: Get rid of this in favor of launch layer configs?,Design Debt,3,"The TODO comment suggests a design flaw or an opportunity for improvement in the code, specifically related to the launch layer configs.",False,783
dagster-io/dagster,MLOps,.buildkite/buildkite-shared/buildkite_shared/context.py,486,TEMP,Design Debt,P3_Model_Development,# The path to a temporary file containing the logs for this job. Requires enabling the enable-job-log-tmpfile agent configuration option.,Configuration Debt,3,"The code relies on a specific agent configuration option to be enabled, which may not be the default or expected behavior.",False,784
clearml/clearml-serving,MLOps,clearml_serving/preprocess/preprocess_template.py,149,NOQA,Test Debt,P1_Data_Collection,def send_request(  # noqa,Code Debt,3,"The use of noqa comment suggests a potential coding standard deviation, indicating a need for code refactoring.",False,785
pachyderm/pachyderm,MLOps,python-sdk/pachyderm_sdk/client.py,165,TODO,Requirement Debt,P3_Model_Development,# TODO: Should we notify the user that we are using spout config?,Documentation Debt,2,The TODO comment indicates a need for additional documentation to explain the usage of spout config.,False,786
clearml/clearml-serving,MLOps,clearml_serving/serving/preprocess_service.py,303,NOQA,Test Debt,P1_Data_Collection,from tritonclient.utils import np_to_triton_dtype  # noqa,Code Debt,2,"The comment # noqa is unnecessary and can be removed, indicating a minor code debt issue.",False,787
clearml/clearml-serving,MLOps,clearml_serving/serving/endpoints.py,5,NOQA,Test Debt,P3_Model_Development,"def _engine_validator(inst, attr, value):  # noqa",Code Debt,3,"The use of noqa comment suggests a potential code smell or a deliberate choice to ignore a specific linter rule, which may indicate technical debt.",False,788
determined-ai/determined,MLOps,pre-commit/check.py,12,TODO,Requirement Debt,P3_Model_Development,# TODO add option to pass in a git diff to check or git hash,Code Debt,3,"The code lacks a clear way to pass in a git diff or hash, making it harder to use the pre-commit check in different scenarios.",False,789
dagster-io/dagster,MLOps,scripts/generate_changelog.py,785,XXX,Design Debt,P3_Model_Development,"- Use ""dagster-XXX"" for library-specific changes (e.g., ""dagster-dbt"", ""dagster-aws"")",Code Debt,3,The use of XXX placeholder in the code indicates a hardcoded or temporary solution that may need to be refactored or replaced with a more robust library-specific implementation.,False,790
