original_index,repo,category,keyword,comment,file_path,is_genuine_satd,debt_category,severity,severity_reason,is_new_category,new_category_name,ml_pipeline_stage,model_used,classified_at
2505,N/A,MLOps,NOQA,,tests/conftest.py,True,Code Debt,2,Ignoring potential linting issues with NOQA,False,,General,llama-3.1-8b-instant,2026-05-09T13:57:55.339784
2153,N/A,MLOps,FIXME,,great_expectations/_version.py,True,Code Debt,3,The presence of FIXME indicates a potential issue in the code that needs to be addressed.,False,,General,llama-3.1-8b-instant,2026-05-09T13:57:57.158330
2590,N/A,MLOps,FIXME,,tests/conftest.py,True,Inadequate Testing Debt,3,The presence of FIXME comment indicates a potential issue that needs to be addressed in the testing process.,False,,General,llama-3.1-8b-instant,2026-05-09T13:58:00.984507
1902,N/A,MLOps,TODO,,dvc/database.py,True,Code Debt,3,The presence of a TODO comment in the code indicates a potential issue that needs to be addressed.,False,,General,llama-3.1-8b-instant,2026-05-09T13:58:04.733972
2187,N/A,MLOps,NOQA,,great_expectations/util.py,True,Code Debt,3,Ignoring potential linting issues may lead to code quality degradation over time.,False,,General,llama-3.1-8b-instant,2026-05-09T13:59:04.510316
2191,N/A,MLOps,FIXME,,great_expectations/util.py,True,Code Debt,3,The presence of FIXME indicates a potential issue with the code's functionality.,False,,General,llama-3.1-8b-instant,2026-05-09T13:59:06.289116
1939,N/A,MLOps,NOQA,,dvc/scm.py,True,Code Debt,2,The presence of NOQA suggests a potential coding standard deviation.,False,,General,llama-3.1-8b-instant,2026-05-09T13:59:10.037007
2097,N/A,MLOps,TEMP,,metaflow/multicore_utils.py,True,Code Debt,3,Use of temporary variables or flags (TEMP) may indicate a lack of proper code organization or refactoring.,False,,General,llama-3.1-8b-instant,2026-05-09T14:00:49.001769
2658,N/A,MLOps,FIXME,,tests/conftest.py,True,Inadequate Testing Debt,3,The presence of FIXME comment indicates a potential testing issue.,False,,General,llama-3.1-8b-instant,2026-05-09T14:00:50.733003
1971,N/A,MLOps,NOQA,,integration-tests/test_worker.py,True,Inadequate Testing Debt,3,Potential issues in integration tests may not be caught early enough,False,,General,llama-3.1-8b-instant,2026-05-09T14:00:54.502470
2016,N/A,MLOps,NOQA,,wandb/wandb_controller.py,True,Code Debt,3,Ignoring potential linting issues with NOQA,False,,General,llama-3.1-8b-instant,2026-05-09T14:00:58.240349
2540,N/A,MLOps,FIXME,,tests/conftest.py,True,Inadequate Testing Debt,3,Presence of FIXME comment in a test file indicates a potential issue with testing,False,,General,llama-3.1-8b-instant,2026-05-09T14:01:58.063858
2454,N/A,MLOps,FIXME,,tests/conftest.py,True,Inadequate Testing Debt,3,The presence of FIXME comment indicates a potential issue that needs to be addressed.,False,,General,llama-3.1-8b-instant,2026-05-09T14:01:59.786527
2774,N/A,MLOps,FIXME,,tests/test_utils.py,True,Inadequate Testing Debt,3,The presence of FIXME comment indicates a potential issue that needs to be addressed.,False,,General,llama-3.1-8b-instant,2026-05-09T14:02:03.578563
2137,N/A,MLOps,NOQA,,great_expectations/_docs_decorators.py,True,Documentation Debt,2,The presence of NOQA suggests a potential documentation issue.,False,,General,llama-3.1-8b-instant,2026-05-09T14:03:06.444660
2642,N/A,MLOps,FIXME,,tests/conftest.py,True,Inadequate Testing Debt,3,The presence of FIXME comment indicates a potential issue that needs to be addressed.,False,,General,llama-3.1-8b-instant,2026-05-09T14:03:08.189979
2138,N/A,MLOps,FIXME,,great_expectations/_docs_decorators.py,True,Documentation Debt,3,The FIXME comment indicates a need for documentation improvement.,False,,General,llama-3.1-8b-instant,2026-05-09T14:03:12.216731
2661,N/A,MLOps,NOQA,,tests/conftest.py,True,Code Debt,2,Ignoring potential linting issues with NOQA,False,,General,llama-3.1-8b-instant,2026-05-09T14:04:13.056895
2696,N/A,MLOps,FIXME,,tests/conftest.py,True,Inadequate Testing Debt,3,Presence of FIXME comment indicates a potential testing issue,False,,General,llama-3.1-8b-instant,2026-05-09T14:04:14.804466
2155,N/A,MLOps,FIXME,,great_expectations/_version.py,True,Code Debt,3,The presence of FIXME indicates a potential issue or bug in the code.,False,,General,llama-3.1-8b-instant,2026-05-09T14:04:18.943115
1891,N/A,MLOps,NOQA,,dvc/daemon.py,True,Code Debt,3,Potential code quality issue due to NOQA comment,False,,General,llama-3.1-8b-instant,2026-05-09T14:05:18.734510
2130,N/A,MLOps,NOQA,,kedro_benchmarks/benchmark_session.py,True,Code Debt,3,Potential code quality issue due to NOQA comment,False,,General,llama-3.1-8b-instant,2026-05-09T14:05:20.511850
2500,N/A,MLOps,FIXME,,tests/conftest.py,True,Inadequate Testing Debt,3,The presence of FIXME comment indicates a potential issue that needs to be addressed.,False,,General,llama-3.1-8b-instant,2026-05-09T14:05:24.513448
2449,N/A,MLOps,NOQA,,tests/conftest.py,True,Code Debt,2,Ignoring potential linting issues with NOQA,False,,General,llama-3.1-8b-instant,2026-05-09T14:07:02.355012
2202,N/A,MLOps,NOQA,,great_expectations/util.py,True,Code Debt,2,The presence of NOQA suggests a potential coding standard deviation.,False,,General,llama-3.1-8b-instant,2026-05-09T14:07:04.178866
1855,N/A,MLOps,NOQA,,mlflow/__init__.py,True,Code Debt,2,The presence of NOQA indicates a potential coding standard deviation.,False,,General,llama-3.1-8b-instant,2026-05-09T14:07:07.947501
1862,N/A,MLOps,NOQA,,tests/conftest.py,True,Code Debt,2,Ignoring potential linting issues with NOQA,False,,General,llama-3.1-8b-instant,2026-05-09T14:07:30.764018
2649,N/A,MLOps,NOQA,,tests/conftest.py,True,Code Debt,2,The presence of NOQA suggests a potential code debt related to code style or formatting.,False,,General,llama-3.1-8b-instant,2026-05-09T14:07:32.621652
1842,N/A,MLOps,BUG,,dev/update_changelog.py,True,Defect Debt,3,The presence of a BUG keyword in the comment indicates a defect in the code.,False,,General,llama-3.1-8b-instant,2026-05-09T14:07:36.460569
2346,N/A,MLOps,TODO,,scripts/check_for_technical_terms.py,True,Documentation Debt,3,The presence of TODO comment indicates a need for documentation or clarification.,False,,General,llama-3.1-8b-instant,2026-05-09T14:08:37.364053
2568,N/A,MLOps,FIXME,,tests/conftest.py,True,Inadequate Testing Debt,3,Presence of FIXME comment indicates a potential testing issue,False,,General,llama-3.1-8b-instant,2026-05-09T14:08:39.241431
2430,N/A,MLOps,FIXME,,tests/conftest.py,True,Inadequate Testing Debt,3,The presence of FIXME comment indicates a potential issue that needs to be addressed.,False,,General,llama-3.1-8b-instant,2026-05-09T14:08:43.097203
2641,N/A,MLOps,NOQA,,tests/conftest.py,True,Code Debt,2,Ignoring potential linting issues with NOQA,False,,General,llama-3.1-8b-instant,2026-05-09T14:08:47.122691
2383,N/A,MLOps,FIXME,,tasks.py,True,Code Debt,3,The presence of FIXME indicates a need for code refactoring or improvement.,False,,General,llama-3.1-8b-instant,2026-05-09T14:08:50.890693
2622,N/A,MLOps,FIXME,,tests/conftest.py,True,Inadequate Testing Debt,3,Presence of FIXME comment indicates a potential testing issue,False,,General,llama-3.1-8b-instant,2026-05-09T14:09:43.695141
2166,N/A,MLOps,NOQA,,great_expectations/_version.py,True,Code Debt,2,Ignoring potential linting issues with NOQA,False,,General,llama-3.1-8b-instant,2026-05-09T14:09:45.428143
2069,N/A,MLOps,TEMP,,tests/conftest.py,True,Inadequate Testing Debt,3,Temporary workaround or placeholder in test code,False,,General,llama-3.1-8b-instant,2026-05-09T14:09:49.454702
2423,N/A,MLOps,NOQA,,tests/conftest.py,True,Code Debt,2,Ignoring potential linting issues with NOQA,False,,General,llama-3.1-8b-instant,2026-05-09T14:09:53.197239
2030,N/A,MLOps,NOQA,,clearml/logger.py,True,Code Debt,2,The presence of NOQA suggests a potential coding standard deviation.,False,,General,llama-3.1-8b-instant,2026-05-09T14:11:28.241412
2262,N/A,MLOps,FIXME,,great_expectations/util.py,True,Code Debt,3,The presence of FIXME comment indicates a need for refactoring or improvement in the code.,False,,General,llama-3.1-8b-instant,2026-05-09T14:11:30.103384
2195,N/A,MLOps,FIXME,,great_expectations/util.py,True,Code Debt,3,The presence of FIXME comment indicates a need for refactoring or improvement in the code.,False,,General,llama-3.1-8b-instant,2026-05-09T14:11:34.084996
2364,N/A,MLOps,NOQA,,scripts/linter_ignores.py,True,Code Debt,2,Ignoring linter warnings can lead to inconsistent code quality,False,,General,llama-3.1-8b-instant,2026-05-09T14:11:37.843739
2236,N/A,MLOps,FIXME,,great_expectations/util.py,True,Code Debt,3,The presence of a FIXME comment indicates a potential issue or bug in the code.,False,,General,llama-3.1-8b-instant,2026-05-09T14:11:41.613490
1928,N/A,MLOps,NOQA,,dvc/output.py,True,Code Debt,3,Ignoring potential linting issues with NOQA,False,,General,llama-3.1-8b-instant,2026-05-09T14:12:35.359796
2415,N/A,MLOps,FIXME,,tests/conftest.py,True,Inadequate Testing Debt,3,The presence of FIXME comment indicates a potential issue that needs to be addressed in the testing process.,False,,General,llama-3.1-8b-instant,2026-05-09T14:12:37.110295
2554,N/A,MLOps,FIXME,,tests/conftest.py,True,Inadequate Testing Debt,3,Presence of FIXME comment indicates a potential testing issue,False,,General,llama-3.1-8b-instant,2026-05-09T14:12:41.240675
2773,N/A,MLOps,NOQA,,tests/test_utils.py,True,Code Debt,2,Ignoring potential linting issues with NOQA,False,,General,llama-3.1-8b-instant,2026-05-09T14:13:43.054316
2067,N/A,MLOps,TEMP,,tests/conftest.py,True,Inadequate Testing Debt,3,Temporary solution or workaround detected in testing code,False,,General,llama-3.1-8b-instant,2026-05-09T14:13:45.012959
2144,N/A,MLOps,FIXME,,great_expectations/_version.py,True,Code Debt,3,The presence of FIXME indicates a potential issue in the code that needs to be addressed.,False,,General,llama-3.1-8b-instant,2026-05-09T14:13:48.858852
2504,N/A,MLOps,FIXME,,tests/conftest.py,True,Inadequate Testing Debt,3,Presence of FIXME comment indicates a potential testing issue,False,,General,llama-3.1-8b-instant,2026-05-09T14:13:52.667033
2624,N/A,MLOps,FIXME,,tests/conftest.py,True,Inadequate Testing Debt,3,The presence of FIXME comment indicates a potential issue that needs to be addressed in the testing process.,False,,General,llama-3.1-8b-instant,2026-05-09T14:14:49.449372
1871,N/A,MLOps,NOQA,,dvc/__init__.py,True,Code Debt,2,Ignoring potential linting issues with NOQA,False,,General,llama-3.1-8b-instant,2026-05-09T14:14:51.186765
2045,N/A,MLOps,NOQA,,clearml/task.py,True,Code Debt,3,Ignoring potential linting issues with NOQA,False,,General,llama-3.1-8b-instant,2026-05-09T14:14:54.943390
2314,N/A,MLOps,NOQA,,scripts/build_api_docs.py,True,Documentation Debt,2,The presence of NOQA suggests a potential documentation issue.,False,,General,llama-3.1-8b-instant,2026-05-09T14:14:58.695545
2764,N/A,MLOps,FIXME,,tests/test_utils.py,True,Inadequate Testing Debt,3,The presence of FIXME comment indicates a potential issue that needs to be addressed.,False,,General,llama-3.1-8b-instant,2026-05-09T14:15:02.575944
1898,N/A,MLOps,NOQA,,dvc/database.py,True,Code Debt,3,Potential code quality issue due to NOQA comment,False,,General,llama-3.1-8b-instant,2026-05-09T14:15:06.420162
2728,N/A,MLOps,FIXME,,tests/test_ge_utils.py,True,Inadequate Testing Debt,3,The presence of FIXME comment indicates a potential issue that needs to be addressed in the testing process.,False,,General,llama-3.1-8b-instant,2026-05-09T14:15:10.149271
1899,N/A,MLOps,NOQA,,dvc/database.py,True,Code Debt,3,The presence of NOQA suggests a potential code quality issue.,False,,General,llama-3.1-8b-instant,2026-05-09T14:15:13.909980
2709,N/A,MLOps,FIXME,,tests/conftest.py,True,Inadequate Testing Debt,3,The presence of FIXME comment indicates a potential issue that needs to be addressed in the testing process.,False,,General,llama-3.1-8b-instant,2026-05-09T14:15:17.772960
2317,N/A,MLOps,NOQA,,scripts/build_api_docs.py,True,Documentation Debt,2,"The presence of NOQA suggests a potential documentation issue, but it's not severe enough to be critical.",False,,General,llama-3.1-8b-instant,2026-05-09T14:15:57.716410
2000,N/A,MLOps,TODO,,wandb/wandb_agent.py,True,Experiment Tracking Debt,3,The presence of a TODO comment in a critical component of the MLOps pipeline suggests a medium-severity debt.,False,,General,llama-3.1-8b-instant,2026-05-09T14:15:59.465121
2150,N/A,MLOps,FIXME,,great_expectations/_version.py,True,Code Debt,3,The presence of FIXME indicates a potential issue or bug in the code.,False,,General,llama-3.1-8b-instant,2026-05-09T14:16:03.408718
2778,N/A,MLOps,FIXME,,tests/test_utils.py,True,Inadequate Testing Debt,3,The presence of FIXME comment indicates a potential issue that needs to be addressed.,False,,General,llama-3.1-8b-instant,2026-05-09T14:16:07.159763
2194,N/A,MLOps,NOQA,,great_expectations/util.py,True,Code Debt,2,The presence of NOQA suggests a potential code debt related to code style or formatting.,False,,General,llama-3.1-8b-instant,2026-05-09T14:17:06.129666
2413,N/A,MLOps,FIXME,,tests/conftest.py,True,Inadequate Testing Debt,3,The presence of FIXME comment indicates a potential issue that needs to be addressed in the testing process.,False,,General,llama-3.1-8b-instant,2026-05-09T14:17:08.072837
2047,N/A,MLOps,NOQA,,clearml/task.py,True,Code Debt,3,Potential code quality issue due to NOQA comment,False,,General,llama-3.1-8b-instant,2026-05-09T14:17:12.003677
2799,N/A,MLOps,FIXME,,tests/test_utils.py,True,Inadequate Testing Debt,3,The presence of FIXME comment indicates a potential issue that needs to be addressed.,False,,General,llama-3.1-8b-instant,2026-05-09T14:17:16.161558
2126,N/A,MLOps,TEMP,,kedro_benchmarks/benchmark_ocl.py,True,Code Debt,3,Use of temporary variable 'TEMP' may indicate a lack of proper variable naming or organization.,False,,General,llama-3.1-8b-instant,2026-05-09T14:17:20.056989
1920,N/A,MLOps,NOQA,,dvc/logger.py,True,Code Debt,3,Ignoring potential linting issues may lead to code quality degradation,False,,General,llama-3.1-8b-instant,2026-05-09T14:18:50.852359
1895,N/A,MLOps,NOQA,,dvc/dagascii.py,True,Code Debt,3,Ignoring potential linting issues with NOQA,False,,General,llama-3.1-8b-instant,2026-05-09T14:18:52.806279
2652,N/A,MLOps,FIXME,,tests/conftest.py,True,Test Debt,3,The FIXME comment indicates a potential issue in the test code that needs to be addressed.,False,,General,llama-3.1-8b-instant,2026-05-09T14:18:56.638794
2678,N/A,MLOps,FIXME,,tests/conftest.py,True,Inadequate Testing Debt,3,The presence of FIXME comment indicates a potential issue that needs to be addressed in the testing process.,False,,General,llama-3.1-8b-instant,2026-05-09T14:19:00.409957
2429,N/A,MLOps,NOQA,,tests/conftest.py,True,Code Debt,2,Ignoring potential linting issues with NOQA,False,,General,llama-3.1-8b-instant,2026-05-09T14:19:04.314830
2646,N/A,MLOps,FIXME,,tests/conftest.py,True,Inadequate Testing Debt,3,Presence of FIXME comment indicates a potential testing issue,False,,General,llama-3.1-8b-instant,2026-05-09T14:19:08.094881
2042,N/A,MLOps,TEMP,,clearml/model.py,True,Code Debt,3,Temporary variable usage may lead to unclear code and maintenance issues,False,,General,llama-3.1-8b-instant,2026-05-09T14:19:11.893073
2514,N/A,MLOps,FIXME,,tests/conftest.py,True,Inadequate Testing Debt,3,The presence of FIXME comment indicates a potential issue that needs to be addressed.,False,,General,llama-3.1-8b-instant,2026-05-09T14:19:15.618120
2648,N/A,MLOps,FIXME,,tests/conftest.py,True,Inadequate Testing Debt,3,The presence of FIXME comment indicates a potential issue that needs to be addressed in the testing process.,False,,General,llama-3.1-8b-instant,2026-05-09T14:19:19.441174
2785,N/A,MLOps,NOQA,,tests/test_utils.py,True,Code Debt,2,Ignoring potential linting issues with NOQA,False,,General,llama-3.1-8b-instant,2026-05-09T14:19:23.196862
2041,N/A,MLOps,TEMP,,clearml/model.py,True,Code Debt,3,Use of temporary keyword suggests a workaround or quick fix in the code.,False,,General,llama-3.1-8b-instant,2026-05-09T14:19:26.932405
2705,N/A,MLOps,FIXME,,tests/conftest.py,True,Inadequate Testing Debt,3,The presence of FIXME comment indicates a potential issue that needs to be addressed.,False,,General,llama-3.1-8b-instant,2026-05-09T14:19:30.673295
2517,N/A,MLOps,NOQA,,tests/conftest.py,True,Code Debt,2,Ignoring potential linting issues with NOQA,False,,General,llama-3.1-8b-instant,2026-05-09T14:19:34.441508
2811,N/A,MLOps,TEMP,,tests/test_utils.py,True,Inadequate Testing Debt,3,Use of TEMP keyword in a test file suggests a lack of thorough testing or mocking of temporary data.,False,,General,llama-3.1-8b-instant,2026-05-09T14:19:38.164275
2139,N/A,MLOps,NOQA,,great_expectations/_docs_decorators.py,True,Documentation Debt,2,Ignoring potential linting issues may lead to inconsistent code quality,False,,General,llama-3.1-8b-instant,2026-05-09T14:20:38.102672
1918,N/A,MLOps,NOQA,,dvc/logger.py,True,Code Debt,3,Ignoring potential linting issues with NOQA,False,,General,llama-3.1-8b-instant,2026-05-09T14:20:39.838789
2496,N/A,MLOps,FIXME,,tests/conftest.py,True,Inadequate Testing Debt,3,The presence of FIXME comment indicates a potential issue that needs to be addressed.,False,,General,llama-3.1-8b-instant,2026-05-09T14:21:44.797428
2351,N/A,MLOps,NOQA,,scripts/check_for_technical_terms.py,True,Code Debt,2,Ignoring potential linting issues may lead to code quality degradation,False,,General,llama-3.1-8b-instant,2026-05-09T14:21:46.632089
2761,N/A,MLOps,FIXME,,tests/test_utils.py,True,Inadequate Testing Debt,3,The presence of FIXME comment indicates a potential issue that needs to be addressed.,False,,General,llama-3.1-8b-instant,2026-05-09T14:21:50.473397
2498,N/A,MLOps,FIXME,,tests/conftest.py,True,Inadequate Testing Debt,3,The presence of FIXME comment indicates a potential issue that needs to be addressed.,False,,General,llama-3.1-8b-instant,2026-05-09T14:22:52.371925
2400,N/A,MLOps,TODO,,tasks.py,True,Code Debt,3,The presence of a TODO comment indicates a potential issue or incomplete implementation in the code.,False,,General,llama-3.1-8b-instant,2026-05-09T14:22:54.196069
2350,N/A,MLOps,NOQA,,scripts/check_for_technical_terms.py,True,Code Debt,2,Ignoring potential linting issues may lead to code quality degradation over time,False,,General,llama-3.1-8b-instant,2026-05-09T14:22:58.054692
2386,N/A,MLOps,NOQA,,tasks.py,True,Code Debt,3,The presence of NOQA suggests a potential code style or formatting issue.,False,,General,llama-3.1-8b-instant,2026-05-09T14:24:38.886325
2750,N/A,MLOps,FIXME,,tests/test_utils.py,True,Inadequate Testing Debt,3,The presence of FIXME comment indicates a potential issue that needs to be addressed.,False,,General,llama-3.1-8b-instant,2026-05-09T14:24:40.861984
2086,N/A,MLOps,TODO,,metaflow/decorators.py,True,Code Debt,3,The presence of a TODO comment indicates a potential issue or incomplete implementation in the code.,False,,General,llama-3.1-8b-instant,2026-05-09T14:24:44.738059
2053,N/A,MLOps,NOQA,,clearml/task.py,True,Code Debt,3,The presence of NOQA suggests a potential code quality issue.,False,,General,llama-3.1-8b-instant,2026-05-09T14:25:47.539074
2691,N/A,MLOps,NOQA,,tests/conftest.py,True,Code Debt,2,Ignoring potential linting issues with NOQA,False,,General,llama-3.1-8b-instant,2026-05-09T14:25:49.281150
2693,N/A,MLOps,NOQA,,tests/conftest.py,True,Code Debt,2,Ignoring potential linting issues with NOQA,False,,General,llama-3.1-8b-instant,2026-05-09T14:26:53.131225
2268,N/A,MLOps,FIXME,,great_expectations/util.py,True,Code Debt,3,The presence of FIXME indicates a potential issue or bug in the code.,False,,General,llama-3.1-8b-instant,2026-05-09T14:26:54.872204
2564,N/A,MLOps,FIXME,,tests/conftest.py,True,Inadequate Testing Debt,3,The presence of FIXME comment indicates a potential issue that needs to be addressed in the testing process.,False,,General,llama-3.1-8b-instant,2026-05-09T14:26:58.652513
2333,N/A,MLOps,NOQA,,scripts/build_api_docs.py,True,Documentation Debt,2,The presence of NOQA suggests a potential documentation issue.,False,,General,llama-3.1-8b-instant,2026-05-09T14:27:58.451582
2548,N/A,MLOps,FIXME,,tests/conftest.py,True,Inadequate Testing Debt,3,The presence of FIXME comment indicates a potential testing issue.,False,,General,llama-3.1-8b-instant,2026-05-09T14:28:00.216625
2675,N/A,MLOps,NOQA,,tests/conftest.py,True,Code Debt,2,Ignoring potential linting issues with NOQA,False,,General,llama-3.1-8b-instant,2026-05-09T14:28:04.062725
2091,N/A,MLOps,WORKAROUND,,metaflow/lint.py,True,Code Debt,3,The presence of a WORKAROUND keyword in the code indicates a potential code smell or a temporary fix that needs to be reviewed and refactored.,False,,General,llama-3.1-8b-instant,2026-05-09T14:29:05.992402
2821,N/A,MLOps,BUG,,versioneer.py,True,Defect Debt,3,The presence of the keyword 'BUG' in the comment indicates a defect.,False,,General,llama-3.1-8b-instant,2026-05-09T14:29:07.845392
2358,N/A,MLOps,NOQA,,scripts/check_for_technical_terms.py,True,Code Debt,2,Ignoring potential linting issues may lead to inconsistent code quality,False,,General,llama-3.1-8b-instant,2026-05-09T14:29:11.691153
1887,N/A,MLOps,NOQA,,dvc/compare.py,True,Code Debt,2,Ignoring potential linting issues with NOQA,False,,General,llama-3.1-8b-instant,2026-05-09T14:30:15.518395
2433,N/A,MLOps,NOQA,,tests/conftest.py,True,Code Debt,2,Ignoring potential linting issues with NOQA,False,,General,llama-3.1-8b-instant,2026-05-09T14:30:17.300507
2363,N/A,MLOps,NOQA,,scripts/gen_stub.py,True,Code Debt,2,The presence of NOQA suggests a potential coding standard deviation.,False,,General,llama-3.1-8b-instant,2026-05-09T14:30:21.079877
1952,N/A,MLOps,TODO,,benches/bench_flows.py,True,Code Debt,3,The presence of a TODO comment indicates a potential issue with the code's implementation.,False,,General,llama-3.1-8b-instant,2026-05-09T14:31:23.004815
2780,N/A,MLOps,FIXME,,tests/test_utils.py,True,Inadequate Testing Debt,3,The presence of FIXME comment indicates a potential issue that needs to be addressed.,False,,General,llama-3.1-8b-instant,2026-05-09T14:31:24.747646
1857,N/A,MLOps,NOQA,,mlflow/__init__.py,True,Code Debt,3,Potential code quality issue due to NOQA comment,False,,General,llama-3.1-8b-instant,2026-05-09T14:31:28.653314
1904,N/A,MLOps,NOQA,,dvc/dirs.py,True,Code Debt,3,Ignoring potential linting issues may lead to code quality degradation,False,,General,llama-3.1-8b-instant,2026-05-09T14:32:30.553377
1876,N/A,MLOps,NOQA,,dvc/_debug.py,True,Code Debt,2,The presence of NOQA suggests a potential coding standard deviation.,False,,General,llama-3.1-8b-instant,2026-05-09T14:32:32.375387
2063,N/A,MLOps,HACK,,docs/sys_modules_mock.py,True,Code Debt,3,The presence of the HACK keyword in the comment suggests a workaround or a temporary fix in the code.,False,,General,llama-3.1-8b-instant,2026-05-09T14:32:36.165994
2184,N/A,MLOps,FIXME,,great_expectations/util.py,True,Code Debt,3,The presence of FIXME indicates a potential issue or bug in the code.,False,,General,llama-3.1-8b-instant,2026-05-09T14:32:39.947431
2107,N/A,MLOps,HACK,,docker-stack-docs/conf.py,True,Documentation Debt,3,The presence of a HACK comment suggests a workaround in documentation.,False,,General,llama-3.1-8b-instant,2026-05-09T14:32:43.790886
2121,N/A,MLOps,NOQA,,features/environment.py,True,Code Debt,2,Ignoring potential linting issues may lead to inconsistent code quality,False,,General,llama-3.1-8b-instant,2026-05-09T14:32:47.561305
2689,N/A,MLOps,FIXME,,tests/conftest.py,True,Inadequate Testing Debt,3,Presence of FIXME comment indicates a potential testing issue,False,,General,llama-3.1-8b-instant,2026-05-09T14:32:51.339360
2499,N/A,MLOps,NOQA,,tests/conftest.py,True,Code Debt,2,Ignoring potential linting issues with NOQA,False,,General,llama-3.1-8b-instant,2026-05-09T14:32:55.179132
2142,N/A,MLOps,FIXME,,great_expectations/_version.py,True,Code Debt,3,The presence of FIXME indicates a potential issue or bug in the code.,False,,General,llama-3.1-8b-instant,2026-05-09T14:32:58.999134
2381,N/A,MLOps,NOQA,,tasks.py,True,Code Debt,3,Ignoring potential linting issues with NOQA,False,,General,llama-3.1-8b-instant,2026-05-09T14:33:02.883330
2476,N/A,MLOps,FIXME,,tests/conftest.py,True,Inadequate Testing Debt,3,Presence of FIXME comment indicates a potential testing issue,False,,General,llama-3.1-8b-instant,2026-05-09T14:33:06.851435
2310,N/A,MLOps,NOQA,,scripts/build_api_docs.py,True,Documentation Debt,2,The presence of NOQA suggests a potential documentation issue.,False,,General,llama-3.1-8b-instant,2026-05-09T14:33:10.710712
2050,N/A,MLOps,NOQA,,clearml/task.py,True,Code Debt,3,Ignoring potential linting issues with NOQA,False,,General,llama-3.1-8b-instant,2026-05-09T14:34:12.443794
2098,N/A,MLOps,TEMP,,metaflow/multicore_utils.py,True,Code Debt,3,Use of temporary variable 'TEMP' may indicate a lack of proper variable naming or organization.,False,,General,llama-3.1-8b-instant,2026-05-09T14:34:14.201586
2767,N/A,MLOps,NOQA,,tests/test_utils.py,True,Code Debt,2,Ignoring potential linting issues with NOQA,False,,General,llama-3.1-8b-instant,2026-05-09T14:34:18.086692
2118,N/A,MLOps,TEMP,,proxy/get_proxy_url.py,True,Code Debt,3,Use of temporary keyword suggests a workaround or quick fix in the code,False,,General,llama-3.1-8b-instant,2026-05-09T14:34:21.849095
2178,N/A,MLOps,NOQA,,great_expectations/_version.py,True,Code Debt,2,Ignoring potential linting issues with NOQA,False,,General,llama-3.1-8b-instant,2026-05-09T14:34:25.896178
1892,N/A,MLOps,NOQA,,dvc/daemon.py,True,Code Debt,3,Ignoring potential linting issues may lead to code quality degradation,False,,General,llama-3.1-8b-instant,2026-05-09T14:34:29.781465
2294,N/A,MLOps,FIXME,,great_expectations/util.py,True,Code Debt,3,The presence of FIXME comment indicates a potential issue in the code that needs to be addressed.,False,,General,llama-3.1-8b-instant,2026-05-09T14:34:33.640374
2824,N/A,MLOps,NOQA,,flink-python/setup.py,True,Code Debt,2,Ignoring potential linting issues may lead to code quality degradation,False,,General,llama-3.1-8b-instant,2026-05-09T14:34:37.975962
2941,N/A,AutoML/RL,NOQA,,test/test_collectors.py,True,Code Debt,2,Ignoring potential linting issues with NOQA,False,,General,llama-3.1-8b-instant,2026-05-09T14:35:58.979216
2946,N/A,AutoML/RL,NOQA,,test/test_collectors.py,True,Code Debt,2,Ignoring potential linting issues with NOQA,False,,General,llama-3.1-8b-instant,2026-05-09T14:36:00.738306
3085,N/A,AutoML/RL,TEMP,,python_tests/test_storage_url.py,True,Test Debt,3,Temporary solution or workaround in test code,False,,General,llama-3.1-8b-instant,2026-05-09T14:36:04.489437
3052,N/A,AutoML/RL,NOQA,,optuna_dashboard/__init__.py,True,Code Debt,3,Ignoring potential linting issues with NOQA,False,,General,llama-3.1-8b-instant,2026-05-09T14:37:06.291717
2892,N/A,AutoML/RL,NOQA,,autosklearn/regression.py,True,Code Debt,3,Ignoring potential linting issues with NOQA,False,,General,llama-3.1-8b-instant,2026-05-09T14:37:08.051999
3075,N/A,AutoML/RL,TEMP,,python_tests/test_api.py,True,Test Debt,3,Temporary solution or workaround in test code,False,,General,llama-3.1-8b-instant,2026-05-09T14:37:12.187199
3002,N/A,AutoML/RL,NOQA,,test/test_utils.py,True,Code Debt,2,Ignoring potential linting issues with NOQA,False,,General,llama-3.1-8b-instant,2026-05-09T14:37:16.055399
3042,N/A,AutoML/RL,NOQA,,optuna_dashboard/__init__.py,True,Code Debt,3,Ignoring potential linting issues with NOQA,False,,General,llama-3.1-8b-instant,2026-05-09T14:37:19.818844
2835,N/A,AutoML/RL,TEMP,,tests/test_cli.py,True,Inadequate Testing Debt,3,Temporary solution or workaround detected in test code,False,,General,llama-3.1-8b-instant,2026-05-09T14:38:52.814566
2927,N/A,AutoML/RL,NOQA,,test/opengl_rendering.py,True,Code Debt,2,The presence of NOQA suggests a potential coding standard deviation.,False,,General,llama-3.1-8b-instant,2026-05-09T14:38:54.595915
2850,N/A,AutoML/RL,TEMP,,tests/test_cli.py,True,Inadequate Testing Debt,3,Temporary workaround or placeholder in test code,False,,General,llama-3.1-8b-instant,2026-05-09T14:38:58.358150
