repo_name,category,file_path,line_number,keyword,debt_type,sdlc_phase,line_content
google-research/language,NLP,language/canine/tensor_contracts.py,1347,TODO,Requirement Debt,P3_Model_Development,# TODO(jhclark): Support `tuple_item` with string names for named tuples.
google-research/language,NLP,language/canine/tensor_contracts_test.py,125,TODO,Requirement Debt,P3_Model_Development,# TODO(jhclark): Notice that the syntax is currently insufficient for
google-research/language,NLP,language/decontext/eval_util.py,52,TODO,Requirement Debt,P3_Model_Development,# TODO(danielandor): Fix annotation tokenization artifacts here as well.
google-research/language,NLP,language/decontext/eval_util.py,314,TODO,Requirement Debt,P3_Model_Development,# TODO(danielandor): Add a median increase in length.
google-research/language,NLP,language/emql/eval_test.py,48,TEMP,Design Debt,P3_Model_Development,# Dump to temp files.
google-research/language,NLP,language/fruit/beam_pipelines_test.py,35,TEMP,Design Debt,P3_Model_Development,with tempfile.TemporaryDirectory() as tmpdir:
google-research/language,NLP,language/fruit/beam_pipelines_test.py,66,TEMP,Design Debt,P3_Model_Development,with tempfile.TemporaryDirectory() as tmpdir:
google-research/language,NLP,language/fruit/beam_pipelines_test.py,85,TEMP,Design Debt,P3_Model_Development,with tempfile.TemporaryDirectory() as tmpdir:
google-research/language,NLP,language/fruit/beam_pipelines_test.py,98,TEMP,Design Debt,P3_Model_Development,with tempfile.TemporaryDirectory() as tmpdir:
microsoft/nlp-recipes,NLP,tests/conftest.py,14,TEMP,Design Debt,P3_Model_Development,from tempfile import TemporaryDirectory
microsoft/nlp-recipes,NLP,tests/conftest.py,147,TEMP,Design Debt,P3_Model_Development,td = TemporaryDirectory(dir=tmp_path_factory.getbasetemp())
microsoft/nlp-recipes,NLP,tests/conftest.py,156,TEMP,Design Debt,P3_Model_Development,td = TemporaryDirectory(dir=tmp_path_factory.getbasetemp())
microsoft/nlp-recipes,NLP,examples/question_answering/bert_run_squad_azureml.py,803,HACK,Design Debt,P3_Model_Development,"# hack to remove pooler, which is not used"
microsoft/nlp-recipes,NLP,tests/integration/test_notebooks_sentence_similarity.py,160,TEMP,Design Debt,P3_Model_Development,"CACHE_DIR=""./tests/integration/temp"","
microsoft/nlp-recipes,NLP,tests/unit/test_dataset.py,79,TODO,Requirement Debt,P3_Model_Development,# ToDo: Change this url when repo goes public.
google-research/pegasus,NLP,pegasus/data/datasets.py,181,XXX,Design Debt,P1_Data_Collection,"hyphens. The first part is the name of tfds, could be xxx/yyy. The"
google-research/pegasus,NLP,pegasus/flax/input_pipeline.py,60,TODO,Requirement Debt,P3_Model_Development,# TODO(jphang): Refactor dataset code to handle custom cases
google-research/pegasus,NLP,pegasus/layers/decoding.py,126,TEMP,Design Debt,P3_Model_Development,"temperature: Sampling temp for next token (0 for argmax), default to 0.0."
google-research/albert,NLP,lamb_optimizer.py,60,TODO,Requirement Debt,P3_Model_Development,# TODO(jingli): validate if exclude_from_layer_adaptation is necessary.
google-research/albert,NLP,run_squad_v1.py,318,TEMP,Design Debt,P3_Model_Development,# We write to a temporary file to avoid storing very large constant tensors
google-research/albert,NLP,run_squad_v2.py,294,TEMP,Design Debt,P3_Model_Development,# We write to a temporary file to avoid storing very large constant tensors
google-research/albert,NLP,tokenization_test.py,32,TEMP,Design Debt,P3_Model_Development,with tempfile.NamedTemporaryFile(delete=False) as vocab_writer:
facebookresearch/bart_ls,NLP,fairseq-py/hubconf.py,28,HACK,Design Debt,P3_Model_Development,"# Hack: the hydra package is provided under the ""hydra-core"" name in"
facebookresearch/bart_ls,NLP,fairseq-py/hubconf.py,39,NOQA,Test Debt,P3_Model_Development,from fairseq.hub_utils import (  # noqa; noqa
facebookresearch/bart_ls,NLP,fairseq-py/hubconf.py,43,NOQA,Test Debt,P3_Model_Development,from fairseq.models import MODEL_REGISTRY  # noqa
facebookresearch/bart_ls,NLP,fairseq-py/hubconf.py,49,NOQA,Test Debt,P3_Model_Development,import fairseq.data.token_block_utils_fast  # noqa
facebookresearch/bart_ls,NLP,fairseq-py/hubconf.py,52,NOQA,Test Debt,P3_Model_Development,import cython  # noqa
facebookresearch/bart_ls,NLP,fairseq-py/fairseq/__init__.py,11,NOQA,Test Debt,P3_Model_Development,from .version import __version__  # noqa
facebookresearch/bart_ls,NLP,fairseq-py/fairseq/__init__.py,21,NOQA,Test Debt,P3_Model_Development,"from fairseq.logging import meters, metrics, progress_bar  # noqa"
facebookresearch/bart_ls,NLP,fairseq-py/fairseq/__init__.py,32,NOQA,Test Debt,P3_Model_Development,# import fairseq.criterions  # noqa
facebookresearch/bart_ls,NLP,fairseq-py/fairseq/__init__.py,33,NOQA,Test Debt,P3_Model_Development,import fairseq.distributed  # noqa
facebookresearch/bart_ls,NLP,fairseq-py/fairseq/__init__.py,34,NOQA,Test Debt,P3_Model_Development,import fairseq.models  # noqa
facebookresearch/bart_ls,NLP,fairseq-py/fairseq/__init__.py,35,NOQA,Test Debt,P3_Model_Development,import fairseq.modules  # noqa
facebookresearch/bart_ls,NLP,fairseq-py/fairseq/__init__.py,36,NOQA,Test Debt,P3_Model_Development,import fairseq.optim  # noqa
facebookresearch/bart_ls,NLP,fairseq-py/fairseq/__init__.py,37,NOQA,Test Debt,P3_Model_Development,import fairseq.optim.lr_scheduler  # noqa
facebookresearch/bart_ls,NLP,fairseq-py/fairseq/__init__.py,38,NOQA,Test Debt,P3_Model_Development,import fairseq.pdb  # noqa
facebookresearch/bart_ls,NLP,fairseq-py/fairseq/__init__.py,39,NOQA,Test Debt,P3_Model_Development,import fairseq.scoring  # noqa
facebookresearch/bart_ls,NLP,fairseq-py/fairseq/__init__.py,40,NOQA,Test Debt,P3_Model_Development,import fairseq.tasks  # noqa
facebookresearch/bart_ls,NLP,fairseq-py/fairseq/__init__.py,41,NOQA,Test Debt,P3_Model_Development,import fairseq.token_generation_constraints  # noqa
facebookresearch/bart_ls,NLP,fairseq-py/fairseq/__init__.py,43,NOQA,Test Debt,P3_Model_Development,import fairseq.benchmark  # noqa
facebookresearch/bart_ls,NLP,fairseq-py/fairseq/__init__.py,44,NOQA,Test Debt,P3_Model_Development,import fairseq.model_parallel  # noqa
facebookresearch/bart_ls,NLP,fairseq-py/fairseq/checkpoint_utils.py,49,TODO,Requirement Debt,P3_Model_Development,trainer.consolidate_optimizer()  # TODO(SS): do we need this if no_save_optimizer_state
facebookresearch/bart_ls,NLP,fairseq-py/fairseq/checkpoint_utils.py,120,TODO,Requirement Debt,P3_Model_Development,# TODO[ioPath]: Need to implement a delayed asynchronous
facebookresearch/bart_ls,NLP,fairseq-py/fairseq/checkpoint_utils.py,324,HACK,Design Debt,P3_Model_Development,# hack to be able to set Namespace in dict config. this should be removed when we update to newer
facebookresearch/bart_ls,NLP,fairseq-py/fairseq/fb_pathhandlers.py,41,HACK,Design Debt,P3_Model_Development,# NOTE: This a very undesirable hack.
facebookresearch/bart_ls,NLP,fairseq-py/fairseq/fb_pathhandlers.py,131,TODO,Requirement Debt,P3_Model_Development,# TODO: Consider pid-based cache: https://www.internalfb.com/intern/diffusion/FBS/browsefile/master/fbcode/fair_infra/data/iopath/iopath/fb/manifold.py?commit=abfe1f86ed3ae9796a17c031c6cdfd94907a173d&
facebookresearch/bart_ls,NLP,fairseq-py/fairseq/fb_pathhandlers.py,152,TEMP,Design Debt,P3_Model_Development,"""           This is only needed when you are using temporary credentials. """
facebookresearch/bart_ls,NLP,fairseq-py/fairseq/file_utils.py,78,TEMP,Design Debt,P3_Model_Development,# Extract archive to temp dir and replace .tar.bz2 if necessary
facebookresearch/bart_ls,NLP,fairseq-py/fairseq/file_utils.py,83,TEMP,Design Debt,P3_Model_Development,"""extracting archive file {} to temp dir {}"".format("
facebookresearch/bart_ls,NLP,fairseq-py/fairseq/file_utils.py,322,TEMP,Design Debt,P3_Model_Development,"# Download to temporary file, then copy to cache dir once finished."
facebookresearch/bart_ls,NLP,fairseq-py/fairseq/file_utils.py,324,TEMP,Design Debt,P3_Model_Development,with tempfile.NamedTemporaryFile() as temp_file:
facebookresearch/bart_ls,NLP,fairseq-py/fairseq/file_utils.py,349,TEMP,Design Debt,P3_Model_Development,"logger.info(""removing temp file %s"", temp_file.name)"
facebookresearch/bart_ls,NLP,fairseq-py/fairseq/hub_utils.py,54,HACK,Design Debt,P3_Model_Development,# convenience hack for loading data and BPE codes from model archive
facebookresearch/bart_ls,NLP,fairseq-py/fairseq/iterative_refinement_generator.py,108,TODO,Requirement Debt,P3_Model_Development,# TODO: iterative refinement generator does not support ensemble for now.
facebookresearch/bart_ls,NLP,fairseq-py/fairseq/iterative_refinement_generator.py,129,TODO,Requirement Debt,P3_Model_Development,# TODO: better encoder inputs?
facebookresearch/bart_ls,NLP,fairseq-py/fairseq/options.py,28,NOQA,Test Debt,P3_Model_Development,"from fairseq.utils import csv_str_list, eval_bool, eval_str_dict, eval_str_list  # noqa"
facebookresearch/bart_ls,NLP,fairseq-py/fairseq/options.py,160,HACK,Design Debt,P3_Model_Development,# hack to support extra args for block distributed data parallelism
facebookresearch/bart_ls,NLP,fairseq-py/fairseq/search.py,440,HACK,Design Debt,P3_Model_Development,"# multi-key sorting, so we have to hack this."
facebookresearch/bart_ls,NLP,fairseq-py/fairseq/sequence_generator.py,143,TODO,Requirement Debt,P3_Model_Development,"# TODO(myleott): unused, deprecate after pytorch-translate migration"
facebookresearch/bart_ls,NLP,fairseq-py/fairseq/sequence_generator.py,458,TODO,Requirement Debt,P3_Model_Development,# TODO replace `nonzero(as_tuple=False)` after TorchScript supports it
facebookresearch/bart_ls,NLP,fairseq-py/fairseq/trainer.py,137,TODO,Requirement Debt,P3_Model_Development,# TODO(myleott): support tpu
facebookresearch/bart_ls,NLP,fairseq-py/fairseq/utils.py,221,TODO,Requirement Debt,P3_Model_Development,# TODO: Very rare cases where the replacement is '<eos>' should be handled gracefully
facebookresearch/bart_ls,NLP,fairseq-py/fairseq/utils.py,331,TODO,Requirement Debt,P3_Model_Development,# TODO(msb) return has_inf
facebookresearch/bart_ls,NLP,fairseq-py/fairseq_cli/fb_train.py,14,NOQA,Test Debt,P3_Model_Development,import torch.fb.rendezvous.zeus  # noqa: F401
facebookresearch/bart_ls,NLP,fairseq-py/fairseq_cli/generate.py,403,TODO,Requirement Debt,P3_Model_Development,# TODO: replace this workaround with refactoring of `AudioPretraining`
facebookresearch/bart_ls,NLP,fairseq-py/fairseq_cli/train.py,79,NOQA,Test Debt,P3_Model_Development,import iopath  # noqa: F401
allenai/longformer,NLP,longformer/diagonaled_mm_tvm.py,54,FIXME,Defect Debt,P3_Model_Development,"t3d3 == m,  # if output dimension == m, then t1 is diagonaled (FIXME: This breaks if t3d3 == m == t1d3)"
allenai/longformer,NLP,longformer/diagonaled_mm_tvm.py,199,FIXME,Defect Debt,P3_Model_Development,# FIXME
allenai/longformer,NLP,longformer/diagonaled_mm_tvm.py,252,FIXME,Defect Debt,P3_Model_Development,"assert seq_len >= DiagonaledMM.min_seq_len, 'avoid splitting errors by using seq_len >= {}'.format(DiagonaledMM.min_seq_len)  # FIXME"
allenai/longformer,NLP,longformer/longformer.py,220,TODO,Requirement Debt,P3_Model_Development,# and overwrite the attn tensor. TODO: remove the redundant computation
allenai/longformer,NLP,scripts/pretrain.py,28,TODO,Requirement Debt,P3_Model_Development,# TODO: try on a TPU-pod
allenai/longformer,NLP,scripts/pretrain.py,29,TODO,Requirement Debt,P3_Model_Development,# TODO: run on beaker on ai2-server1/2
allenai/longformer,NLP,scripts/pretrain.py,170,TODO,Requirement Debt,P3_Model_Development,"# TODO: if MMapTextDataset._combining_shards is very slow for large files, it can be skipped but we nned to"
allenai/longformer,NLP,scripts/pretrain.py,197,TODO,Requirement Debt,P3_Model_Development,"# TODO: add support for other objective functions (whole word masking, BART objectives)"
allenai/longformer,NLP,scripts/pretrain.py,242,TODO,Requirement Debt,P3_Model_Development,# TODO: log how long evaluation takes
allenai/longformer,NLP,scripts/pretrain.py,253,TODO,Requirement Debt,P3_Model_Development,# TODO: PTL is already doing this. Is it still needed here?
allenai/longformer,NLP,scripts/pretrain.py,286,TODO,Requirement Debt,P3_Model_Development,# TODO: consider `replace_sampler_ddp=True` and removing the following if statement
allenai/longformer,NLP,scripts/pretrain.py,321,TODO,Requirement Debt,P3_Model_Development,# TODO: grad_norm reporting needs to take fp16 loss scale into account
allenai/longformer,NLP,scripts/pretrain.py,369,TODO,Requirement Debt,P3_Model_Development,"parser.add_argument(""--grad_clip"", type=float, default=0)  # TODO: test this with fp16. Likely not working"
allenai/longformer,NLP,scripts/summarization.py,66,HACK,Design Debt,P3_Model_Development,# A hack to know if this is bart or pegasus. DDP doesn't like global variables nor class-level memebr variables
allenai/longformer,NLP,scripts/triviaqa.py,129,HACK,Design Debt,P3_Model_Development,# hack: the line below should have been `self.tokenizer.tokenize(token')`
allenai/longformer,NLP,scripts/triviaqa.py,238,TODO,Requirement Debt,P3_Model_Development,# TODO: <s></s><pad><pad><pad> or <pad><pad><pad><pad><pad> ?
allenai/longformer,NLP,scripts/triviaqa.py,492,TODO,Requirement Debt,P3_Model_Development,"# TODO: if slow, skip em_scores, and use (f1_score == 1.0) instead"
allenai/longformer,NLP,scripts/triviaqa.py,499,TODO,Requirement Debt,P3_Model_Development,# TODO: delete this metric
allenai/longformer,NLP,tvm/module.py,122,TEMP,Design Debt,P3_Model_Development,temp = _util.tempdir()
allenai/longformer,NLP,tvm/module.py,131,TEMP,Design Debt,P3_Model_Development,"path_obj = temp.relpath(""lib."" + object_format)"
allenai/longformer,NLP,tvm/module.py,136,TEMP,Design Debt,P3_Model_Development,"path_cc = temp.relpath(""devc.cc"")"
allenai/longformer,NLP,scripts/triviaqa_utils/convert_to_squad_format.py,21,TODO,Requirement Debt,P3_Model_Development,# TODO: try both see which one works better
allenai/longformer,NLP,tvm/_ffi/runtime_ctypes.py,50,TEMP,Design Debt,P3_Model_Development,"""""""Temp data structure for byte array."""""""
microsoft/MASS,NLP,MASS-summarization/mass/s2s_model.py,504,TODO,Requirement Debt,P3_Model_Development,self.embed_scale = math.sqrt(embed_dim)  # todo: try with input_embed_dim
microsoft/MASS,NLP,MASS-unsupNMT/src/trainer.py,358,TODO,Requirement Debt,P3_Model_Development,pred_mask[0] = 0  # TODO: remove
microsoft/MASS,NLP,MASS-unsupNMT/src/evaluation/evaluator.py,53,BUG,Defect Debt,P3_Model_Development,"eval_lgs = set([""ar"", ""bg"", ""de"", ""el"", ""en"", ""es"", ""fr"", ""hi"", ""ru"", ""sw"", ""th"", ""tr"", ""ur"", ""vi"", ""zh"", ""ab"", ""ay"", ""bug"", ""ha"", ""ko"", ""ln"", ""min"", ""nds"", ""pap"", ""pt"", ""tg"", ""to"", ""udm"", ""uk"", ""zh_c"
microsoft/MASS,NLP,MASS-unsupNMT/src/model/__init__.py,100,HACK,Design Debt,P3_Model_Development,# # HACK to reload models with less layers
microsoft/MASS,NLP,MASS-unsupNMT/src/model/__init__.py,117,TODO,Requirement Debt,P3_Model_Development,"encoder = TransformerModel(params, dico, is_encoder=True, with_output=True)  # TODO: only output when necessary - len(params.clm_steps + params.mlm_steps) > 0"
microsoft/MASS,NLP,MASS-unsupNMT/src/model/transformer.py,308,HACK,Design Debt,P3_Model_Development,### Small hack to handle PyTorch distributed.
microsoft/ProphetNet,NLP,AR-diffusion/utils.py,30,TODO,Requirement Debt,P3_Model_Development,# weight_decay TODO
microsoft/ProphetNet,NLP,AR-diffusion/eval_utils/diversity.py,199,TEMP,Design Debt,P3_Model_Development,temp = []
microsoft/ProphetNet,NLP,AR-diffusion/eval_utils/diversity.py,201,TEMP,Design Debt,P3_Model_Development,temp.append(temp_gen[j][i].split())
microsoft/ProphetNet,NLP,AR-diffusion/eval_utils/diversity.py,202,TEMP,Design Debt,P3_Model_Development,all_gen.append(temp)
microsoft/ProphetNet,NLP,AR-diffusion/train_utils/resample.py,105,TODO,Requirement Debt,P3_Model_Development,# TODO
microsoft/ProphetNet,NLP,AR-diffusion/train_utils/resample.py,181,TODO,Requirement Debt,P3_Model_Development,# TODO: too slow
microsoft/ProphetNet,NLP,GENIE/data_util/text_data_util.py,45,TODO,Requirement Debt,P3_Model_Development,#     # TODO: finish pretrain embedding setting
microsoft/ProphetNet,NLP,GENIE/data_util/text_data_util.py,53,TEMP,Design Debt,P3_Model_Development,"load temp dataloader to input in embedding model, getting hidden_state (word embedding)"
microsoft/ProphetNet,NLP,GENIE/diffusion_util/respace.py,129,TEMP,Design Debt,P3_Model_Development,"# temp = self.model(x, new_ts, **kwargs)"
microsoft/ProphetNet,NLP,GENIE/diffusion_util/respace.py,130,TEMP,Design Debt,P3_Model_Development,# print(temp.shape)
microsoft/ProphetNet,NLP,GENIE/diffusion_util/respace.py,131,TEMP,Design Debt,P3_Model_Development,# return temp
microsoft/ProphetNet,NLP,GENIE/model/CrossAttentionTransformers.py,194,TODO,Requirement Debt,P3_Model_Development,# TODO(PVP) - mask is currently never used. Remember to re-implement when used
microsoft/ProphetNet,NLP,GENIE/model/CrossAttentionTransformers.py,214,TODO,Requirement Debt,P3_Model_Development,# TODO: use baddbmm for better performance
microsoft/ProphetNet,NLP,GENIE/model/CrossAttentionTransformers.py,250,TODO,Requirement Debt,P3_Model_Development,)  # TODO: use baddbmm for better performance
microsoft/ProphetNet,NLP,GENIE/util/nn.py,156,BUG,Defect Debt,P3_Model_Development,# Fixes a bug where the first op in run_function modifies the
thunlp/OpenPrompt,NLP,openprompt/default_config.py,28,TODO,Requirement Debt,P3_Model_Development,cfg.plm.optimize.name = 'AdamW'  # TODO: currently not in use.
thunlp/OpenPrompt,NLP,openprompt/pipeline_base.py,479,TODO,Requirement Debt,P3_Model_Development,"loss = loss.view(batch_size, -1).sum(dim=-1) # TODO support more objectives"
thunlp/OpenPrompt,NLP,openprompt/pipeline_base.py,535,TODO,Requirement Debt,P3_Model_Development,output_sequences.extend(output_sequence.cpu().tolist()) # TODO: to support generate multiple sentence
thunlp/OpenPrompt,NLP,openprompt/prompt_base.py,125,TODO,Requirement Debt,P3_Model_Development,TODO: add more
thunlp/OpenPrompt,NLP,openprompt/prompt_base.py,399,TODO,Requirement Debt,P3_Model_Development,"def _match_label_words_to_label_ids(self, label_words): # TODO newly add function after docs written # TODO rename this function"
thunlp/OpenPrompt,NLP,openprompt/trainer.py,75,TODO,Requirement Debt,P3_Model_Development,if self.clean: return  #TODO add more types
thunlp/OpenPrompt,NLP,openprompt/trainer.py,145,TODO,Requirement Debt,P3_Model_Development,"if hasattr(template_config, ""optimize"") and template_config.optimize is not None: # TODO should add optimize config in each yaml"
thunlp/OpenPrompt,NLP,openprompt/trainer.py,277,TODO,Requirement Debt,P3_Model_Development,return metrics.popitem(last=False)[1] # TODO the first metric is the most important one
thunlp/OpenPrompt,NLP,openprompt/trainer.py,496,TODO,Requirement Debt,P3_Model_Development,target = batch['tgt_text'] # TODO pop?
thunlp/OpenPrompt,NLP,tutorial/1.4_soft_template.py,42,TEMP,Design Debt,P3_Model_Development,"content_write += f""temp {args.template_id}\t"""
thunlp/OpenPrompt,NLP,tutorial/4.1_all_tasks_are_generation.py,52,TEMP,Design Debt,P3_Model_Development,"content_write += f""temp {args.template_id}\t"""
thunlp/OpenPrompt,NLP,tutorial/5.1_BMInf_CPM.py,9,TODO,Requirement Debt,P3_Model_Development,# TODO other chinese datasets are not fully adapted yet
thunlp/OpenPrompt,NLP,openprompt/data_utils/conditional_generation_dataset.py,30,TODO,Requirement Debt,P3_Model_Development,# TODO citation
thunlp/OpenPrompt,NLP,openprompt/data_utils/conditional_generation_dataset.py,91,TEMP,Design Debt,P3_Model_Development,temp = []
thunlp/OpenPrompt,NLP,openprompt/data_utils/conditional_generation_dataset.py,94,TEMP,Design Debt,P3_Model_Development,"temp.append(sent[""lex""])"
thunlp/OpenPrompt,NLP,openprompt/data_utils/conditional_generation_dataset.py,95,TEMP,Design Debt,P3_Model_Development,"full_tgt_lst.append(""\n"".join(temp))"
thunlp/OpenPrompt,NLP,openprompt/data_utils/conditional_generation_dataset.py,117,TODO,Requirement Debt,P3_Model_Development,# TODO citation
thunlp/OpenPrompt,NLP,openprompt/data_utils/lama_dataset.py,41,TODO,Requirement Debt,P3_Model_Development,Examples: # TODO test needed
thunlp/OpenPrompt,NLP,openprompt/data_utils/lama_dataset.py,56,TODO,Requirement Debt,P3_Model_Development,if 'gpt' in model_name or 'megatron' in model_name: # TODO generalize to all LM kind model
thunlp/OpenPrompt,NLP,openprompt/data_utils/lama_dataset.py,58,TODO,Requirement Debt,P3_Model_Development,else: # TODO generalize to all MLM kind model
thunlp/OpenPrompt,NLP,openprompt/data_utils/lama_dataset.py,60,TODO,Requirement Debt,P3_Model_Development,# TODO Seq2Seq support?
thunlp/OpenPrompt,NLP,openprompt/data_utils/lama_dataset.py,94,TODO,Requirement Debt,P3_Model_Development,"path = os.path.join(data_dir, ""fact-retrieval/original/{}/{}.jsonl"".format(self.relation_id, split)) # TODO oprinal_rob or trex option"
thunlp/OpenPrompt,NLP,openprompt/data_utils/lama_dataset.py,107,TODO,Requirement Debt,P3_Model_Development,"""LAMA"": LAMAProcessor, # TODO RENAME this"
thunlp/OpenPrompt,NLP,openprompt/data_utils/text_classification_dataset.py,31,TODO,Requirement Debt,P3_Model_Development,# TODO Test needed
thunlp/OpenPrompt,NLP,openprompt/data_utils/text_classification_dataset.py,198,TODO,Requirement Debt,P3_Model_Development,#     Examples: # TODO implement this
thunlp/OpenPrompt,NLP,openprompt/data_utils/text_classification_dataset.py,234,TODO,Requirement Debt,P3_Model_Development,Examples: # TODO implement this
thunlp/OpenPrompt,NLP,openprompt/data_utils/text_classification_dataset.py,287,TODO,Requirement Debt,P3_Model_Development,#     #TODO test needed
thunlp/OpenPrompt,NLP,openprompt/data_utils/typing_dataset.py,3,TODO,Requirement Debt,P3_Model_Development,# TODO license
thunlp/OpenPrompt,NLP,openprompt/plms/lm.py,37,TODO,Requirement Debt,P3_Model_Development,''' # TODO doesn't consider the situation that input has two parts
thunlp/OpenPrompt,NLP,openprompt/plms/mlm.py,26,TODO,Requirement Debt,P3_Model_Development,''' # TODO doesn't consider the situation that input has two parts
thunlp/OpenPrompt,NLP,openprompt/plms/seq2seq.py,47,TODO,Requirement Debt,P3_Model_Development,''' # TODO doesn't consider the situation that input has two parts
thunlp/OpenPrompt,NLP,openprompt/plms/seq2seq.py,304,TODO,Requirement Debt,P3_Model_Development,''' # TODO doesn't consider the situation that input has two parts
thunlp/OpenPrompt,NLP,openprompt/plms/utils.py,44,TODO,Requirement Debt,P3_Model_Development,logging.set_verbosity(logging.CRITICAL) # TODO solve this in a more elegant way
thunlp/OpenPrompt,NLP,openprompt/plms/utils.py,179,TODO,Requirement Debt,P3_Model_Development,"if key in [""soft_token_ids""]: # TODO maybe more than this"
thunlp/OpenPrompt,NLP,openprompt/prompts/automatic_verbalizer.py,88,TODO,Requirement Debt,P3_Model_Development,"if hasattr(self, ""label_words_ids""): # TODO the content in this ""if"" is same as super()"
thunlp/OpenPrompt,NLP,openprompt/prompts/automatic_verbalizer.py,114,TODO,Requirement Debt,P3_Model_Development,"**kwargs, # TODO"
thunlp/OpenPrompt,NLP,openprompt/prompts/manual_verbalizer.py,46,TODO,Requirement Debt,P3_Model_Development,# TODO should Verbalizer base class has label_words property and setter?
thunlp/OpenPrompt,NLP,openprompt/prompts/manual_verbalizer.py,204,TODO,Requirement Debt,P3_Model_Development,# normalize # TODO Test the performance
thunlp/OpenPrompt,NLP,openprompt/prompts/manual_verbalizer.py,205,TODO,Requirement Debt,P3_Model_Development,"norm = label_words_probs.reshape(shape[0], -1).sum(dim=-1,keepdim=True) # TODO Test the performance of detaching()"
thunlp/OpenPrompt,NLP,openprompt/prompts/mixed_template.py,115,TODO,Requirement Debt,P3_Model_Development,#         pass # TODO one mlp or more than one
thunlp/OpenPrompt,NLP,openprompt/prompts/one2one_verbalizer.py,178,TODO,Requirement Debt,P3_Model_Development,# normalize # TODO Test the performance
thunlp/OpenPrompt,NLP,openprompt/prompts/one2one_verbalizer.py,179,TODO,Requirement Debt,P3_Model_Development,"norm = label_words_probs.reshape(shape[0], -1).sum(dim=-1,keepdim=True) # TODO Test the performance of detaching()"
thunlp/OpenPrompt,NLP,openprompt/prompts/prompt_generator.py,384,TODO,Requirement Debt,P3_Model_Development,"raise RuntimeError(""{} is not supported yet"".format(type(inner_model))) # TODO add more model"
thunlp/OpenPrompt,NLP,openprompt/prompts/prompt_generator.py,402,TODO,Requirement Debt,P3_Model_Development,"raise RuntimeError(""{} is not supported yet"".format(type(inner_model))) # TODO"
thunlp/OpenDelta,NLP,opendelta/basemodel.py,178,TODO,Requirement Debt,P3_Model_Development,kwargs: Any configurations that are passed to update the config object. #TODO unit test needed.
thunlp/OpenDelta,NLP,opendelta/delta_configs.py,136,TEMP,Design Debt,P3_Model_Development,"2. Using ``push_to_hub=True`` will synchronize the repository you are pushing to with ``save_directory``, which requires ``save_directory`` to be a local clone of the repo you are pushing to if it's a"
thunlp/OpenDelta,NLP,opendelta/delta_models/adapter.py,94,TODO,Requirement Debt,P3_Model_Development,# TODO:
thunlp/OpenDelta,NLP,opendelta/delta_models/adapter.py,139,TODO,Requirement Debt,P3_Model_Development,modified_output = adapter_output + hiddens # TODO option: disable residual_connection
thunlp/OpenDelta,NLP,opendelta/delta_models/prefix.py,190,TODO,Requirement Debt,P3_Model_Development,# TODO: Warning: have bugs
thunlp/OpenDelta,NLP,opendelta/delta_models/prefix.py,591,TODO,Requirement Debt,P3_Model_Development,# TODO: support more Attention modules
thunlp/OpenDelta,NLP,opendelta/utils/logging.py,23,NOQA,Test Debt,P3_Model_Development,from logging import CRITICAL  # NOQA
thunlp/OpenDelta,NLP,opendelta/utils/logging.py,24,NOQA,Test Debt,P3_Model_Development,from logging import DEBUG  # NOQA
thunlp/OpenDelta,NLP,opendelta/utils/logging.py,25,NOQA,Test Debt,P3_Model_Development,from logging import ERROR  # NOQA
thunlp/OpenDelta,NLP,opendelta/utils/logging.py,26,NOQA,Test Debt,P3_Model_Development,from logging import FATAL  # NOQA
thunlp/OpenDelta,NLP,opendelta/utils/logging.py,27,NOQA,Test Debt,P3_Model_Development,from logging import INFO  # NOQA
thunlp/OpenDelta,NLP,opendelta/utils/logging.py,28,NOQA,Test Debt,P3_Model_Development,from logging import NOTSET  # NOQA
thunlp/OpenDelta,NLP,opendelta/utils/logging.py,29,NOQA,Test Debt,P3_Model_Development,from logging import WARN  # NOQA
thunlp/OpenDelta,NLP,opendelta/utils/logging.py,30,NOQA,Test Debt,P3_Model_Development,from logging import WARNING  # NOQA
adapter-hub/adapters,NLP,docs/conf.py,95,HACK,Design Debt,P3_Model_Development,# HACK: currently parses head type from name
adapter-hub/adapters,NLP,utils/check_inits.py,1,NOQA,Test Debt,P3_Model_Development,# flake8: noqa: E402
adapter-hub/adapters,NLP,utils/custom_init_isort.py,1,NOQA,Test Debt,P3_Model_Development,# flake8: noqa: E402
adapter-hub/adapters,NLP,utils/sort_auto_mappings.py,1,NOQA,Test Debt,P3_Model_Development,# flake8: noqa: E402
adapter-hub/adapters,NLP,examples/pytorch/test_adapter_examples.py,240,TODO,Requirement Debt,P3_Model_Development,# TODO: Add Adapter to load
adapter-hub/adapters,NLP,src/adapters/__init__.py,1,NOQA,Test Debt,P3_Model_Development,# flake8: noqa
adapter-hub/adapters,NLP,src/adapters/composition.py,103,TODO,Requirement Debt,P3_Model_Development,# TODO-V2 pull this up to all block classes?
adapter-hub/adapters,NLP,src/adapters/hub_mixin.py,143,TEMP,Design Debt,P3_Model_Development,"If not specified, will create a temporary directory. Defaults to None."
adapter-hub/adapters,NLP,src/adapters/hub_mixin.py,223,TEMP,Design Debt,P3_Model_Development,"If not specified, will create a temporary directory. Defaults to None."
